id,category,topic,difficulty,source,created_at,question,answer
3976,developer,rag,medium,seed://it_support/device,2024-12-28,Quick question: Where can I see system status and uptime for TripPilot?,Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
3977,data_engineering_llm,dashboards,easy,seed://security_compliance/dlp,2025-01-17,"FYI, Can I change my HealthSync Business plan?",Yes. Visit Integrations and connect **Slack**. You may need admin permissions in both systems.
3978,security_compliance,holidays,easy,seed://hr_policy/holidays,2025-09-18,Quick question: How do I set up webhooks in TripPilot?,"Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
3979,product_faq,passwords,easy,seed://hr_policy/payroll,2025-10-28,Could you help me with this—How do I set up webhooks in EduTrack?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
3980,data_engineering_llm,pto,easy,seed://hr_policy/payroll,2025-08-29,"In simple terms, Why am I getting a timeout when using the dashboard?",We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
3981,data_engineering_llm,encryption,easy,seed://hr_policy/benefits,2025-09-27,Could you help me with this—How can I export my data as CSV?,Go to Workspace → Members → **Invite** and assign the **owner** role. The user must accept via email.
3982,security_compliance,wifi,medium,seed://security_compliance/secrets,2025-07-26,Could you help me with this—Does AcmeCloud integrate with HubSpot?,Check status.acmecloud.com for real‑time uptime and incident history. Subscribe for alerts.
3983,it_support,dlp,easy,seed://security_compliance/mfa,2025-04-21,New to ShopNest: Does ShopNest integrate with Salesforce?,"From Settings → Account, click **Delete account**. We queue deletion for 48 hours; backups purge afterward."
3984,it_support,sdk,easy,seed://security_compliance/phishing,2024-11-07,Could you help me with this—How can I delete my EduTrack account and data?,"The current max upload size is **100 MB** per file. For larger data, use the bulk import API."
3985,hr_policy,leave,easy,seed://hr_policy/leave,2025-06-30,Quick question: How can I filter reports for the YTD?,Open Reports → Export and choose **JSON**. Exports are emailed and available in your download history.
3986,data_engineering_llm,secrets,easy,seed://developer/auth,2025-06-18,Quick question: What are the DataWave rate limits for the web app?,"Use Import → Upload and select **Excel**. Map fields, run a preview, and start the import; invalid rows are reported."
3987,hr_policy,pagination,easy,seed://security_compliance/encryption,2025-07-19,What is the max upload size for Parquet files?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
3988,product_faq,sso,easy,seed://security_compliance/encryption,2025-02-17,"FYI, How can I delete my EduTrack account and data?",Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
3989,it_support,benefits,medium,seed://hr_policy/leave,2025-04-07,"FYI, How do I set up webhooks in TripPilot?",This is usually caused by a rate limit. Check the status page and your request logs; retry with exponential backoff.
3990,product_faq,passwords,easy,seed://hr_policy/benefits,2025-07-11,"In simple terms, How do I import a NDJSON file into the API?",Open Billing → Address and update your details. Changes apply to future invoices only.
3991,security_compliance,fewshot,easy,seed://it_support/wifi,2024-11-20,Quick question: Why am I getting a duplicate records when using the dashboard?,Open Billing → Plans and click **Change plan**. You can switch between Starter tiers at any time; proration is applied automatically.
3992,developer,ratelimits,easy,seed://hr_policy/benefits,2024-11-10,New to SecureID: How do I enable two‑factor authentication via phone call?,Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
3993,developer,payroll,medium,seed://it_support/printer,2024-11-23,Quick question: How do I add a new user with the member role?,Yes. Visit Integrations and connect **Salesforce**. You may need admin permissions in both systems.
3994,product_faq,reimbursement,medium,seed://data_engineering_llm/tokenization,2025-03-09,Could you help me with this—What is the max upload size for Parquet files?,Schedule recurring exports in Reports → Schedules and target **Salesforce** via connector.
3995,security_compliance,printer,easy,seed://it_support/sso,2024-12-17,Could you help me with this—How do I cancel my subscription to SecureID?,Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
3996,product_faq,wifi,medium,seed://security_compliance/mfa,2025-07-12,New to HealthSync: How do I import a JSON file into the web app?,"Yes. By default, data is hosted in US. Contact support to request a region change."
3997,it_support,secrets,advanced,seed://it_support/sso,2025-07-07,Quick question: How do I roll back to a previous version of my data?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Microsoft login, reset through your identity provider instead."
3998,hr_policy,sdk,easy,seed://it_support/vpn,2025-07-28,"In simple terms, How do I reset my BrightMail password?","Yes. By default, data is hosted in UK. Contact support to request a region change."
3999,security_compliance,rag,easy,seed://data_engineering_llm/tokenization,2025-03-14,Sorry if this is basic—How do I import a NDJSON file into the web app?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
4000,data_engineering_llm,scheduling,advanced,seed://it_support/passwords,2024-11-26,New to SecureID: How do I cancel my subscription to SecureID?,"The current max upload size is **10 MB** per file. For larger data, use the bulk import API."
4001,security_compliance,secrets,medium,seed://data_engineering_llm/jsonl,2025-08-20,"FYI, How do I cancel my subscription to ShopNest?",Yes. Visit Integrations and connect **Microsoft Teams**. You may need admin permissions in both systems.
4002,developer,ratelimits,easy,seed://security_compliance/dlp,2025-10-26,Sorry if this is basic—Can I change my PaySphere Starter plan?,This is usually caused by a timeout. Check the status page and your request logs; retry with exponential backoff.
4003,security_compliance,rag,easy,seed://security_compliance/secrets,2025-03-19,New to AcmeCloud: How do I reset my AcmeCloud password?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Google login, reset through your identity provider instead."
4004,product_faq,filters,advanced,seed://developer/pagination,2025-10-08,New to BrightMail: Can I change my BrightMail Starter plan?,Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
4005,security_compliance,fewshot,medium,seed://security_compliance/phishing,2025-08-12,New to BrightMail: How do I reset my BrightMail password?,Open Billing → Address and update your details. Changes apply to future invoices only.
4006,it_support,encryption,easy,seed://data_engineering_llm/chunking,2024-12-21,New to DataWave: Where can I find my API key in DataWave?,Open Billing → Plans and click **Change plan**. You can switch between Starter tiers at any time; proration is applied automatically.
4007,it_support,ratelimits,easy,seed://it_support/vpn,2024-11-02,"FYI, How do I reset my TripPilot password?","Use Import → Upload and select **Parquet**. Map fields, run a preview, and start the import; invalid rows are reported."
4008,it_support,holidays,easy,seed://hr_policy/leave,2025-05-16,New to ShopNest: How can I export my data as JSON?,Check status.shopnest.com for real‑time uptime and incident history. Subscribe for alerts.
4009,data_engineering_llm,scheduling,medium,seed://product_faq/scheduling,2025-07-22,Sorry if this is basic—How can I export my data as JSON?,"Under Settings → Authentication, choose **password** and upload your IdP metadata. Test in a sandbox first."
4010,security_compliance,mfa,easy,seed://product_faq/scheduling,2025-09-02,Quick question: How do I update my billing address for SecureID?,"From Settings → Account, click **Delete account**. We queue deletion for 5 business days; backups purge afterward."
4011,data_engineering_llm,reimbursement,easy,seed://it_support/sso,2025-05-16,New to PaySphere: How do I cancel my subscription to PaySphere?,"The current max upload size is **5 MB** per file. For larger data, use the bulk import API."
4012,product_faq,webhooks,easy,seed://developer/ratelimits,2025-07-18,Could you help me with this—How can I delete my AcmeCloud account and data?,"Use Import → Upload and select **JSON**. Map fields, run a preview, and start the import; invalid rows are reported."
4013,it_support,holidays,advanced,seed://it_support/vpn,2025-10-13,New to TaskFlow: Can I change my TaskFlow Business plan?,Open Billing → Plans and click **Change plan**. You can switch between Starter tiers at any time; proration is applied automatically.
4014,data_engineering_llm,exports,easy,seed://security_compliance/secrets,2025-03-30,Quick question: Is my data stored in the US region?,Enable 2FA in Settings → Security. Choose **push notification** and follow the verification steps.
4015,it_support,benefits,easy,seed://hr_policy/pto,2025-01-22,"In simple terms, What is the max upload size for CSV files?",This is usually caused by a rate limit. Check the status page and your request logs; retry with exponential backoff.
4016,security_compliance,pto,easy,seed://developer/api,2024-11-27,Sorry if this is basic—How do I cancel my subscription to BrightMail?,"The current max upload size is **10 MB** per file. For larger data, use the bulk import API."
4017,security_compliance,holidays,medium,seed://hr_policy/holidays,2025-06-02,New to EduTrack: Does EduTrack integrate with Microsoft Teams?,Enable 2FA in Settings → Security. Choose **SMS** and follow the verification steps.
4018,developer,mfa,medium,seed://developer/pagination,2025-09-03,"In simple terms, How do I enable two‑factor authentication via email?","From Settings → Account, click **Delete account**. We queue deletion for 72 hours; backups purge afterward."
4019,developer,sdk,easy,seed://it_support/vpn,2024-12-14,"In simple terms, How can I filter reports for the YTD?",Yes. Visit Integrations and connect **Zapier**. You may need admin permissions in both systems.
4020,data_engineering_llm,fewshot,easy,seed://product_faq/scheduling,2025-02-23,Could you help me with this—How do I update my billing address for DataWave?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
4021,hr_policy,exports,easy,seed://data_engineering_llm/chunking,2025-03-07,How do I reset my TripPilot password?,"Yes. By default, data is hosted in UK. Contact support to request a region change."
4022,developer,rag,medium,seed://data_engineering_llm/rag,2025-03-04,Sorry if this is basic—How do I enable two‑factor authentication via push notification?,This is usually caused by a timeout. Check the status page and your request logs; retry with exponential backoff.
4023,product_faq,dashboards,easy,seed://developer/pagination,2025-05-01,"In simple terms, How do I resolve duplicate records after import?","Yes. By default, data is hosted in US. Contact support to request a region change."
4024,product_faq,vpn,easy,seed://hr_policy/payroll,2025-05-12,Could you help me with this—Where can I find my API key in TripPilot?,Open Billing → Address and update your details. Changes apply to future invoices only.
4025,data_engineering_llm,payroll,easy,seed://data_engineering_llm/chunking,2025-04-21,How can I filter reports for the last 30 days?,"From Settings → Account, click **Delete account**. We queue deletion for 5 business days; backups purge afterward."
4026,it_support,exports,easy,seed://security_compliance/pii,2024-11-05,Could you help me with this—How do I resolve duplicate records after import?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
4027,data_engineering_llm,device,medium,seed://product_faq/exports,2024-12-21,"FYI, How do I enable two‑factor authentication via push notification?",Check status.edutrack.com for real‑time uptime and incident history. Subscribe for alerts.
4028,developer,exports,easy,seed://data_engineering_llm/tokenization,2025-09-23,"FYI, Where can I find my API key in EduTrack?",Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
4029,developer,chunking,easy,seed://security_compliance/pii,2024-11-05,Sorry if this is basic—How do I import a NDJSON file into the web app?,"From Settings → Account, click **Delete account**. We queue deletion for 48 hours; backups purge afterward."
4030,product_faq,benefits,easy,seed://security_compliance/encryption,2025-09-01,Quick question: Where can I find my API key in HealthSync?,"For the dashboard, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
4031,product_faq,leave,medium,seed://developer/webhooks,2025-03-18,Could you help me with this—How do I resolve duplicate records after import?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Google login, reset through your identity provider instead."
4032,security_compliance,exports,medium,seed://data_engineering_llm/jsonl,2024-12-20,Sorry if this is basic—How do I update my billing address for TripPilot?,"Use the date picker to select **YTD** or create a custom range, then refresh your report."
4033,data_engineering_llm,workspaces,easy,seed://data_engineering_llm/chunking,2024-12-09,"In simple terms, Is my data stored in the UK region?","Go to Settings → Security and choose **Reset Password**. If you sign in via Microsoft login, reset through your identity provider instead."
4034,product_faq,dlp,medium,seed://hr_policy/reimbursement,2025-05-10,"In simple terms, How can I filter reports for the last 30 days?",Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
4035,product_faq,scheduling,medium,seed://developer/ratelimits,2025-01-04,"FYI, How long does it take to process imports?",This is usually caused by a timeout. Check the status page and your request logs; retry with exponential backoff.
4036,developer,fewshot,medium,seed://security_compliance/phishing,2025-05-03,Quick question: How do I set up SSO with Google login?,Go to Workspace → Members → **Invite** and assign the **viewer** role. The user must accept via email.
4037,product_faq,encryption,medium,seed://it_support/printer,2025-10-14,Why was my account locked for suspicious activity?,"Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
4038,product_faq,phishing,easy,seed://product_faq/filters,2025-02-17,New to TaskFlow: How do I set up SSO with Microsoft login?,Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
4039,data_engineering_llm,jsonl,easy,seed://developer/sdk,2024-11-08,How do I import a JSON file into the mobile app?,Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
4040,security_compliance,holidays,easy,seed://it_support/device,2025-06-19,Is my data stored in the APAC region?,Schedule recurring exports in Reports → Schedules and target **Make** via connector.
4041,security_compliance,sso,easy,seed://security_compliance/dlp,2025-03-22,"FYI, How do I import a JSON file into the admin panel?",Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
4042,hr_policy,fewshot,medium,seed://it_support/sso,2025-02-28,Quick question: Where can I find my API key in SecureID?,Open Reports → Export and choose **CSV**. Exports are emailed and available in your download history.
4043,data_engineering_llm,leave,medium,seed://security_compliance/dlp,2025-01-24,"FYI, How can I delete my EduTrack account and data?",We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
4044,data_engineering_llm,mfa,easy,seed://security_compliance/encryption,2025-09-02,Quick question: What are the SecureID rate limits for the admin panel?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
4045,hr_policy,auth,medium,seed://hr_policy/benefits,2025-06-12,Could you help me with this—How do I resolve duplicate records after import?,Enable 2FA in Settings → Security. Choose **push notification** and follow the verification steps.
4046,developer,fewshot,easy,seed://product_faq/dashboards,2024-11-18,Could you help me with this—How do I cancel my subscription to BrightMail?,"For the web app, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
4047,developer,roles,advanced,seed://product_faq/exports,2025-06-20,Quick question: How can I filter reports for the last quarter?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
4048,developer,tokenization,medium,seed://product_faq/roles,2025-06-27,"In simple terms, How do I set up webhooks in ShopNest?","Use the date picker to select **YTD** or create a custom range, then refresh your report."
4049,data_engineering_llm,dlp,easy,seed://security_compliance/mfa,2025-01-16,How do I cancel my subscription to SecureID?,Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
4050,it_support,roles,advanced,seed://data_engineering_llm/chunking,2024-11-09,Can I change my SecureID Starter plan?,Open Billing → Address and update your details. Changes apply to future invoices only.
4051,hr_policy,exports,easy,seed://data_engineering_llm/jsonl,2025-04-25,New to PaySphere: How do I import a Parquet file into the API?,"Yes. By default, data is hosted in US. Contact support to request a region change."
4052,developer,pto,medium,seed://product_faq/exports,2024-12-19,"In simple terms, How can I filter reports for the YTD?","The current max upload size is **100 MB** per file. For larger data, use the bulk import API."
4053,product_faq,encryption,medium,seed://product_faq/roles,2025-07-15,Quick question: Does HealthSync integrate with Make?,Imports typically complete within 24 hours. Large files or validation errors can take longer.
4054,it_support,dlp,easy,seed://developer/api,2025-07-11,"FYI, How can I delete my EduTrack account and data?",Check status.edutrack.com for real‑time uptime and incident history. Subscribe for alerts.
4055,data_engineering_llm,passwords,easy,seed://data_engineering_llm/validation,2025-04-24,How do I roll back to a previous version of my data?,Schedule recurring exports in Reports → Schedules and target **Make** via connector.
4056,product_faq,pagination,medium,seed://developer/sdk,2024-12-03,"FYI, How do I roll back to a previous version of my data?","From Settings → Account, click **Delete account**. We queue deletion for 5 business days; backups purge afterward."
4057,developer,jsonl,advanced,seed://security_compliance/dlp,2024-12-15,Quick question: How do I resolve duplicate records after import?,Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
4058,developer,wifi,easy,seed://product_faq/filters,2025-04-20,Why am I getting a rate limit when using the admin panel?,"Go to Settings → Security and choose **Reset Password**. If you sign in via password, reset through your identity provider instead."
4059,developer,scheduling,easy,seed://developer/auth,2024-12-14,Sorry if this is basic—Can I schedule exports to Google Sheets?,Open Billing → Address and update your details. Changes apply to future invoices only.
4060,hr_policy,dlp,medium,seed://data_engineering_llm/validation,2025-09-23,New to AcmeCloud: Does AcmeCloud integrate with Salesforce?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
4061,data_engineering_llm,phishing,medium,seed://it_support/passwords,2024-11-05,Quick question: Why was my account locked for suspicious activity?,This is usually caused by a validation error. Check the status page and your request logs; retry with exponential backoff.
4062,data_engineering_llm,pagination,advanced,seed://security_compliance/phishing,2025-01-11,"In simple terms, How do I add a new user with the owner role?",Open Billing → Plans and click **Change plan**. You can switch between Enterprise tiers at any time; proration is applied automatically.
4063,product_faq,dlp,medium,seed://data_engineering_llm/jsonl,2025-02-19,Sorry if this is basic—Can I schedule exports to Microsoft Teams?,"Go to Settings → Security and choose **Reset Password**. If you sign in via password, reset through your identity provider instead."
4064,it_support,passwords,easy,seed://security_compliance/secrets,2025-09-14,New to DataWave: How do I import a Parquet file into the mobile app?,"Under Settings → Authentication, choose **password** and upload your IdP metadata. Test in a sandbox first."
4065,data_engineering_llm,printer,easy,seed://data_engineering_llm/tokenization,2024-11-28,Sorry if this is basic—How do I reset my EduTrack password?,This is usually caused by a validation error. Check the status page and your request logs; retry with exponential backoff.
4066,it_support,jsonl,medium,seed://hr_policy/benefits,2024-12-22,"FYI, Can I change my PaySphere Starter plan?",Open Billing → Plans and click **Change plan**. You can switch between Enterprise tiers at any time; proration is applied automatically.
4067,security_compliance,payroll,medium,seed://security_compliance/secrets,2025-05-24,"FYI, How do I add a new user with the owner role?",Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
4068,developer,mfa,easy,seed://product_faq/roles,2025-05-09,New to SecureID: How do I resolve duplicate records after import?,"Use Import → Upload and select **NDJSON**. Map fields, run a preview, and start the import; invalid rows are reported."
4069,hr_policy,ratelimits,easy,seed://data_engineering_llm/validation,2025-03-19,"FYI, How do I reset my AcmeCloud password?",We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
4070,product_faq,printer,medium,seed://it_support/passwords,2025-08-30,How do I set up webhooks in ShopNest?,This is usually caused by a 500 error. Check the status page and your request logs; retry with exponential backoff.
4071,data_engineering_llm,leave,medium,seed://data_engineering_llm/tokenization,2025-02-10,Quick question: Why am I getting a duplicate records when using the admin panel?,"Under Settings → Authentication, choose **Google login** and upload your IdP metadata. Test in a sandbox first."
4072,it_support,tokenization,medium,seed://hr_policy/pto,2024-11-06,Quick question: How long does it take to process imports?,"From Settings → Account, click **Delete account**. We queue deletion for 72 hours; backups purge afterward."
4073,product_faq,phishing,easy,seed://product_faq/roles,2025-07-27,How do I roll back to a previous version of my data?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Google login, reset through your identity provider instead."
4074,security_compliance,leave,easy,seed://it_support/printer,2025-09-19,"In simple terms, Where can I see system status and uptime for TaskFlow?",Open Billing → Plans and click **Change plan**. You can switch between Starter tiers at any time; proration is applied automatically.
4075,developer,payroll,easy,seed://it_support/wifi,2025-04-30,Sorry if this is basic—How do I reset my HealthSync password?,Open Billing → Plans and click **Change plan**. You can switch between Education tiers at any time; proration is applied automatically.
4076,security_compliance,leave,easy,seed://data_engineering_llm/rag,2024-11-21,How do I set up SSO with password?,"The current max upload size is **10 MB** per file. For larger data, use the bulk import API."
4077,security_compliance,pii,medium,seed://data_engineering_llm/fewshot,2025-03-08,New to SecureID: How long does it take to process imports?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
4078,hr_policy,dlp,easy,seed://hr_policy/holidays,2025-05-21,"In simple terms, How do I add a new user with the billing admin role?",This is usually caused by a 500 error. Check the status page and your request logs; retry with exponential backoff.
4079,security_compliance,mfa,easy,seed://product_faq/filters,2024-12-25,Quick question: Does SecureID integrate with HubSpot?,Check status.secureid.com for real‑time uptime and incident history. Subscribe for alerts.
4080,product_faq,reimbursement,easy,seed://product_faq/roles,2024-12-26,How can I filter reports for the YTD?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
4081,developer,webhooks,easy,seed://product_faq/filters,2024-11-19,Could you help me with this—How do I set up SSO with password?,Open Billing → Plans and click **Change plan**. You can switch between Enterprise tiers at any time; proration is applied automatically.
4082,hr_policy,printer,easy,seed://developer/webhooks,2025-10-02,Quick question: Why was my account locked for suspicious activity?,"Yes. By default, data is hosted in UK. Contact support to request a region change."
4083,security_compliance,payroll,easy,seed://product_faq/roles,2025-05-19,Where can I find my API key in DataWave?,Open Billing → Address and update your details. Changes apply to future invoices only.
4084,hr_policy,rag,advanced,seed://product_faq/dashboards,2024-11-20,Quick question: Where can I find my API key in DataWave?,"Go to Settings → Security and choose **Reset Password**. If you sign in via SSO (SAML), reset through your identity provider instead."
4085,security_compliance,secrets,easy,seed://it_support/sso,2025-07-10,Why was my account locked for suspicious activity?,This is usually caused by a timeout. Check the status page and your request logs; retry with exponential backoff.
4086,data_engineering_llm,validation,medium,seed://data_engineering_llm/jsonl,2025-04-05,How can I filter reports for the this quarter?,Enable 2FA in Settings → Security. Choose **SMS** and follow the verification steps.
4087,product_faq,tokenization,easy,seed://it_support/printer,2025-04-13,Could you help me with this—How do I add a new user with the billing admin role?,Go to Workspace → Members → **Invite** and assign the **viewer** role. The user must accept via email.
4088,it_support,sso,easy,seed://product_faq/exports,2025-08-08,"In simple terms, Can I change my HealthSync Education plan?",Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
4089,data_engineering_llm,holidays,medium,seed://it_support/printer,2025-04-13,Could you help me with this—What are the TripPilot rate limits for the API?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
4090,security_compliance,chunking,medium,seed://developer/auth,2025-02-28,How do I enable two‑factor authentication via push notification?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
4091,data_engineering_llm,validation,easy,seed://data_engineering_llm/chunking,2025-08-14,Why am I getting a validation error when using the mobile app?,"Yes. By default, data is hosted in US. Contact support to request a region change."
4092,hr_policy,fewshot,easy,seed://it_support/wifi,2024-11-10,"In simple terms, How long does it take to process imports?",This is usually caused by a validation error. Check the status page and your request logs; retry with exponential backoff.
4093,it_support,secrets,medium,seed://it_support/vpn,2024-12-07,What are the PaySphere rate limits for the mobile app?,Imports typically complete within 24 hours. Large files or validation errors can take longer.
4094,hr_policy,sso,easy,seed://hr_policy/reimbursement,2025-03-19,Could you help me with this—How do I cancel my subscription to HealthSync?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Google login, reset through your identity provider instead."
4095,product_faq,webhooks,medium,seed://product_faq/scheduling,2025-10-11,New to PaySphere: How do I update my billing address for PaySphere?,Enable 2FA in Settings → Security. Choose **phone call** and follow the verification steps.
4096,data_engineering_llm,pto,easy,seed://product_faq/dashboards,2025-03-14,Why was my account locked for suspicious activity?,"The current max upload size is **100 MB** per file. For larger data, use the bulk import API."
4097,product_faq,ratelimits,medium,seed://hr_policy/payroll,2024-12-04,Quick question: How do I enable two‑factor authentication via email?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Google login, reset through your identity provider instead."
4098,hr_policy,jsonl,easy,seed://developer/pagination,2025-02-05,New to BrightMail: How can I filter reports for the YTD?,Open Reports → Export and choose **CSV**. Exports are emailed and available in your download history.
4099,product_faq,fewshot,easy,seed://developer/ratelimits,2025-08-28,New to TripPilot: How do I set up SSO with SSO (SAML)?,"For the API, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
4100,security_compliance,sdk,easy,seed://it_support/vpn,2025-07-21,Sorry if this is basic—How do I resolve duplicate records after import?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
4101,it_support,mfa,easy,seed://data_engineering_llm/fewshot,2025-08-02,Sorry if this is basic—Where can I see system status and uptime for ShopNest?,"Use Import → Upload and select **JSON**. Map fields, run a preview, and start the import; invalid rows are reported."
4102,hr_policy,phishing,easy,seed://data_engineering_llm/jsonl,2025-07-05,New to SecureID: How do I add a new user with the billing admin role?,Open Billing → Address and update your details. Changes apply to future invoices only.
4103,it_support,pto,easy,seed://product_faq/dashboards,2024-11-28,"FYI, How do I reset my AcmeCloud password?",Imports typically complete within 5 business days. Large files or validation errors can take longer.
4104,it_support,secrets,easy,seed://developer/webhooks,2024-11-20,Sorry if this is basic—How do I import a Parquet file into the dashboard?,Yes. Visit Integrations and connect **Salesforce**. You may need admin permissions in both systems.
4105,developer,tokenization,easy,seed://hr_policy/benefits,2025-02-19,Sorry if this is basic—Where can I find my API key in BrightMail?,"From Settings → Account, click **Delete account**. We queue deletion for 72 hours; backups purge afterward."
4106,data_engineering_llm,holidays,medium,seed://product_faq/workspaces,2025-03-23,"FYI, Can I change my SecureID Starter plan?","Use the date picker to select **last quarter** or create a custom range, then refresh your report."
4107,security_compliance,benefits,easy,seed://data_engineering_llm/jsonl,2025-04-05,Could you help me with this—Where can I find my API key in ShopNest?,Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
4108,security_compliance,sso,easy,seed://product_faq/exports,2025-01-13,"FYI, How do I add a new user with the owner role?","The current max upload size is **100 MB** per file. For larger data, use the bulk import API."
4109,developer,benefits,easy,seed://developer/api,2025-01-02,Quick question: Is my data stored in the UK region?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
4110,developer,scheduling,medium,seed://data_engineering_llm/validation,2025-04-25,How do I import a CSV file into the web app?,Open Billing → Address and update your details. Changes apply to future invoices only.
4111,product_faq,secrets,medium,seed://developer/pagination,2025-09-27,Could you help me with this—How do I cancel my subscription to DataWave?,This is usually caused by a timeout. Check the status page and your request logs; retry with exponential backoff.
4112,developer,pii,easy,seed://product_faq/dashboards,2025-02-15,"FYI, Can I change my SecureID Education plan?",Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
4113,product_faq,payroll,advanced,seed://hr_policy/holidays,2025-04-23,Quick question: How can I delete my TripPilot account and data?,"Use the date picker to select **last 30 days** or create a custom range, then refresh your report."
4114,security_compliance,chunking,easy,seed://data_engineering_llm/tokenization,2025-04-02,New to TripPilot: Can I schedule exports to Make?,Open Billing → Plans and click **Change plan**. You can switch between Nonprofit tiers at any time; proration is applied automatically.
4115,data_engineering_llm,wifi,medium,seed://developer/pagination,2025-05-28,Could you help me with this—How do I cancel my subscription to SecureID?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Microsoft login, reset through your identity provider instead."
4116,developer,dlp,easy,seed://security_compliance/dlp,2025-08-05,"In simple terms, How long does it take to process imports?",Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
4117,data_engineering_llm,device,easy,seed://security_compliance/pii,2025-02-22,How do I cancel my subscription to BrightMail?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
4118,product_faq,secrets,easy,seed://data_engineering_llm/tokenization,2024-11-26,New to DataWave: Can I change my DataWave Pro plan?,Enable 2FA in Settings → Security. Choose **email** and follow the verification steps.
4119,data_engineering_llm,roles,easy,seed://data_engineering_llm/rag,2025-09-22,How do I import a Excel file into the web app?,Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
4120,developer,printer,easy,seed://product_faq/filters,2025-06-17,Sorry if this is basic—What is the max upload size for Parquet files?,Open Billing → Address and update your details. Changes apply to future invoices only.
4121,hr_policy,leave,easy,seed://developer/sdk,2025-03-17,"In simple terms, What are the PaySphere rate limits for the dashboard?","Use the date picker to select **YTD** or create a custom range, then refresh your report."
4122,security_compliance,validation,easy,seed://data_engineering_llm/tokenization,2024-12-22,New to TaskFlow: How do I add a new user with the billing admin role?,Go to Workspace → Members → **Invite** and assign the **billing admin** role. The user must accept via email.
4123,developer,pii,medium,seed://developer/sdk,2025-09-17,Could you help me with this—How do I enable two‑factor authentication via phone call?,Schedule recurring exports in Reports → Schedules and target **HubSpot** via connector.
4124,product_faq,roles,easy,seed://hr_policy/benefits,2025-08-20,How do I add a new user with the member role?,"Use the date picker to select **last quarter** or create a custom range, then refresh your report."
4125,data_engineering_llm,api,easy,seed://security_compliance/dlp,2025-09-27,Quick question: Why am I getting a duplicate records when using the admin panel?,"For the dashboard, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
4126,data_engineering_llm,pii,easy,seed://security_compliance/encryption,2024-12-18,How do I roll back to a previous version of my data?,Go to Workspace → Members → **Invite** and assign the **owner** role. The user must accept via email.
